strategy,price_lookback,short_lookback,volume_fast,volume_slow,breakout_lookback,ma_days,risk_lookback,accumulation_lookback,liquidity_lookback,min_liquidity_quantile,top_n,strategy_total_return,strategy_annualized_return,strategy_max_drawdown,strategy_sharpe,equal_weight_total_return,osebx_total_return,excess_vs_osebx
quiet_accumulation,21,21,10,50,63,50,63,63,20,0.25,8,0.018676520091656323,0.009327129219276697,-0.03257902707996674,0.2345006133283389,0.37680370343265723,0.39099862331886404,-0.3723221032272077
breakout_liquidity,42,21,10,50,126,50,63,63,20,0.25,8,0.018525261084317624,0.009251933726630135,-0.027093741625512036,0.239753816487258,0.37680370343265723,0.39099862331886404,-0.3724733622345464
volume_trend_confirmation,42,21,10,50,63,50,63,63,20,0.25,5,0.017862585941784026,0.008922431976268186,-0.062385377038556844,0.20077428300856348,0.37680370343265723,0.39099862331886404,-0.37313603737708
volume_trend_confirmation,189,21,20,100,63,50,63,63,20,0.25,8,0.017660506384509222,0.008821930755503082,-0.03352789649471566,0.273211850273246,0.37680370343265723,0.39099862331886404,-0.3733381169343548
breakout_volume,42,21,10,50,63,50,63,63,20,0.25,8,0.017639335844976456,0.00881140133144731,-0.032512322481312084,0.2114183710179115,0.37680370343265723,0.39099862331886404,-0.3733592874738876
obv_accumulation,189,21,5,20,63,50,63,63,20,0.25,8,0.017453853584102452,0.008719144816447422,-0.02797328778240349,0.2882358382374705,0.37680370343265723,0.39099862331886404,-0.3735447697347616
quiet_accumulation,126,21,10,50,63,50,63,63,20,0.25,8,0.017337683425712402,0.008661358990663892,-0.02404289973304008,0.2563573144588001,0.37680370343265723,0.39099862331886404,-0.37366093989315163
liquidity_momentum,126,21,10,50,63,50,63,63,20,0.25,5,0.017113592753436047,0.008549881621119804,-0.04746475410702633,0.20813553828211287,0.37680370343265723,0.39099862331886404,-0.373885030565428
breakout_volume,126,21,20,100,126,50,63,63,20,0.25,10,0.01704139073802824,0.00851396100549362,-0.0353600502738064,0.21664110190914962,0.37680370343265723,0.39099862331886404,-0.3739572325808358
risk_adjusted_momentum,126,21,10,50,63,50,63,63,20,0.25,10,0.01672675056308104,0.00835741219045727,-0.02458693744020235,0.24570292557958523,0.37680370343265723,0.39099862331886404,-0.374271872755783
momentum_volume,126,21,10,50,63,50,63,63,20,0.25,10,0.01672675056308104,0.00835741219045727,-0.02458693744020235,0.24570292557958523,0.37680370343265723,0.39099862331886404,-0.374271872755783
risk_adjusted_momentum,126,21,20,100,63,50,63,63,20,0.25,10,0.016720115808674718,0.008354110817057281,-0.02458693744020235,0.2458396807427847,0.37680370343265723,0.39099862331886404,-0.3742785075101893
breakout_volume,42,21,10,50,126,50,63,63,20,0.25,8,0.016661039717970283,0.008324714796798416,-0.032512322481312306,0.20756701311737122,0.37680370343265723,0.39099862331886404,-0.37433758360089375
breakout_volume,126,21,10,50,126,50,63,63,20,0.25,8,0.016576169304414634,0.00828248213760241,-0.034270995880570476,0.21210803149006635,0.37680370343265723,0.39099862331886404,-0.3744224540144494
breakout_volume,63,21,20,100,63,50,63,63,20,0.25,5,0.01641431079487332,0.008201934295876567,-0.044151453068638324,0.17631997632738217,0.37680370343265723,0.39099862331886404,-0.3745843125239907
obv_accumulation,189,21,5,20,63,50,63,63,20,0.25,5,0.01626252863263944,0.008126395076164972,-0.043818141745341266,0.23483793797104,0.37680370343265723,0.39099862331886404,-0.3747360946862246
obv_accumulation,42,21,20,100,63,50,63,63,20,0.25,5,0.016245951402830805,0.008118144550085526,-0.06710692705096677,0.1863069627425777,0.37680370343265723,0.39099862331886404,-0.37475267191603323
volume_trend_confirmation,189,21,5,20,63,50,63,63,20,0.25,8,0.016230635973573326,0.00811052196549511,-0.03488584431240871,0.26185260345529554,0.37680370343265723,0.39099862331886404,-0.3747679873452907
breakout_volume,42,21,20,100,63,50,63,63,20,0.25,5,0.016201198281787343,0.008095870482078604,-0.04002011824287588,0.17396290104628612,0.37680370343265723,0.39099862331886404,-0.3747974250370767
breakout_volume,126,21,10,50,63,50,63,63,20,0.25,10,0.01619503526021404,0.008092803047404562,-0.029239988023604946,0.20397724911983636,0.37680370343265723,0.39099862331886404,-0.37480358805865
liquidity_momentum,189,21,10,50,63,50,63,63,20,0.25,8,0.015901825016983562,0.00794685689426311,-0.03064958302621268,0.26827774513804525,0.37680370343265723,0.39099862331886404,-0.3750967983018805
quiet_accumulation,126,21,10,50,63,50,63,63,20,0.25,10,0.015799809313650215,0.007896073393742764,-0.023871655329128605,0.24109938554629587,0.37680370343265723,0.39099862331886404,-0.3751988140052138
breakout_volume,42,21,10,50,126,50,63,63,20,0.25,3,0.015717550225110566,0.007855122901458955,-0.06498161021729465,0.1549062052070515,0.37680370343265723,0.39099862331886404,-0.37528107309375347
risk_adjusted_momentum,189,21,20,100,63,50,63,63,20,0.25,8,0.01569700685679365,0.007844895675826802,-0.03547422757085261,0.2521125695059075,0.37680370343265723,0.39099862331886404,-0.3753016164620704
volume_trend_confirmation,42,21,20,100,63,50,63,63,20,0.25,5,0.015563383362776628,0.007778370591719153,-0.0727411809647861,0.17561133009442229,0.37680370343265723,0.39099862331886404,-0.3754352399560874
obv_accumulation,63,21,20,100,63,50,63,63,20,0.25,5,0.015536487328758897,0.007764979747566958,-0.0634615969075275,0.18778690332925035,0.37680370343265723,0.39099862331886404,-0.37546213599010514
risk_adjusted_momentum,21,21,5,20,63,50,63,63,20,0.25,5,0.015494013893216474,0.007743832955626084,-0.06739685855878919,0.16134232302339302,0.37680370343265723,0.39099862331886404,-0.37550460942564756
breakout_volume,63,21,5,20,63,50,63,63,20,0.25,5,0.015493512828571365,0.007743583481540028,-0.03594620259356007,0.18504060370180267,0.37680370343265723,0.39099862331886404,-0.37550511049029267
risk_adjusted_momentum,21,21,10,50,63,50,63,63,20,0.25,5,0.015406925009933126,0.007700471522443797,-0.0756035600493693,0.1617224534650762,0.37680370343265723,0.39099862331886404,-0.3755916983089309
volume_trend_confirmation,21,21,20,100,63,50,63,63,20,0.25,3,0.015226881340109077,0.007610822155067032,-0.1034652428895163,0.13887777237695176,0.37680370343265723,0.39099862331886404,-0.37577174197875496
liquidity_momentum,126,21,10,50,63,50,63,63,20,0.25,8,0.015194616761651236,0.007594755776563655,-0.02769831169099357,0.23955746714014453,0.37680370343265723,0.39099862331886404,-0.3758040065572128
breakout_volume,21,21,5,20,63,50,63,63,20,0.25,8,0.015019623377914293,0.007507612132106933,-0.028795267394753354,0.18687349426987587,0.37680370343265723,0.39099862331886404,-0.37597899994094974
breakout_volume,21,21,5,20,63,50,63,63,20,0.25,10,0.015019623377914293,0.007507612132106933,-0.028795267394753354,0.18687349426987587,0.37680370343265723,0.39099862331886404,-0.37597899994094974
volume_trend_confirmation,126,21,5,20,63,50,63,63,20,0.25,10,0.01498542478731002,0.007490580957686399,-0.025535498066837636,0.2175238037487015,0.37680370343265723,0.39099862331886404,-0.376013198531554
momentum_volume,189,21,10,50,63,50,63,63,20,0.25,3,0.01474240537584559,0.0073695470910364325,-0.06695220415598313,0.15768120918690112,0.37680370343265723,0.39099862331886404,-0.37625621794301845
quiet_accumulation,189,21,10,50,63,50,63,63,20,0.25,10,0.014686836221402988,0.007341869290991676,-0.022412670234993715,0.25845170627824215,0.37680370343265723,0.39099862331886404,-0.37631178709746105
obv_accumulation,63,21,10,50,63,50,63,63,20,0.25,5,0.014360587419463,0.007179356546889615,-0.06073582543206535,0.17158691061158188,0.37680370343265723,0.39099862331886404,-0.37663803589940104
breakout_volume,63,21,10,50,63,50,63,63,20,0.25,5,0.01374795469963841,0.006874118373245919,-0.045092283411451994,0.16944258957948058,0.37680370343265723,0.39099862331886404,-0.3772506686192256
volume_reversal,42,21,20,100,63,50,63,63,20,0.25,10,0.013598006244963656,0.0067993940429249555,-0.03169109793826641,0.2773517260982067,0.37680370343265723,0.39099862331886404,-0.3774006170739004
momentum_volume,42,21,20,100,63,50,63,63,20,0.25,3,0.013472250314152001,0.006736721409406954,-0.08872048299112445,0.13338946201084614,0.37680370343265723,0.39099862331886404,-0.37752637300471203
quiet_accumulation,189,21,20,100,63,50,63,63,20,0.25,10,0.013430518295181937,0.006715922682855258,-0.030596875443241744,0.23485758309359747,0.37680370343265723,0.39099862331886404,-0.3775681050236821
obv_accumulation,126,21,5,20,63,50,63,63,20,0.25,8,0.01331190645676572,0.006656805666616972,-0.02602807088711323,0.2006020884369528,0.37680370343265723,0.39099862331886404,-0.3776867168620983
quiet_accumulation,21,21,10,50,63,50,63,63,20,0.25,3,0.013288320625935546,0.0066450499033627874,-0.04087226306354452,0.15911461967034204,0.37680370343265723,0.39099862331886404,-0.3777103026929285
breakout_volume,42,21,20,100,126,50,63,63,20,0.25,10,0.013177131880115711,0.0065896288372842005,-0.03540606219604481,0.1760764985822773,0.37680370343265723,0.39099862331886404,-0.3778214914387483
breakout_volume,126,21,20,100,126,50,63,63,20,0.25,8,0.013053606661702855,0.006528055209704231,-0.0353600502738064,0.16732932672704975,0.37680370343265723,0.39099862331886404,-0.3779450166571612
breakout_volume,21,21,5,20,63,50,63,63,20,0.25,5,0.012924840149599826,0.006463864971293143,-0.03433531833744097,0.15853373342592866,0.37680370343265723,0.39099862331886404,-0.3780737831692642
breakout_volume,63,21,20,100,126,50,63,63,20,0.25,10,0.01248539817309302,0.006244772073734861,-0.03536005027380629,0.16668266911045812,0.37680370343265723,0.39099862331886404,-0.378513225145771
volume_reversal,21,21,5,20,63,50,63,63,20,0.25,8,0.01244654071872553,0.0062253966052627785,-0.02726311081829047,0.20909655130395458,0.37680370343265723,0.39099862331886404,-0.3785520826001385
volume_reversal,21,21,5,20,63,50,63,63,20,0.25,10,0.01244654071872553,0.0062253966052627785,-0.02726311081829047,0.20909655130395458,0.37680370343265723,0.39099862331886404,-0.3785520826001385
volume_reversal,21,21,5,20,63,50,63,63,20,0.25,5,0.012023273989097305,0.006014319371762555,-0.02726311081829047,0.1944159828731379,0.37680370343265723,0.39099862331886404,-0.37897534932976673
volume_trend_confirmation,189,21,5,20,63,50,63,63,20,0.25,5,0.01175193302696842,0.005878982267017774,-0.04613587919944406,0.18079312038689396,0.37680370343265723,0.39099862331886404,-0.3792466902918956
quiet_accumulation,126,21,5,20,63,50,63,63,20,0.25,8,0.011236864783209954,0.0056220312123138605,-0.02727223725947092,0.19294642916373445,0.37680370343265723,0.39099862331886404,-0.3797617585356541
breakout_volume,126,21,20,100,63,50,63,63,20,0.25,10,0.011176542996464978,0.00559193433883709,-0.03536005027380629,0.14853320690087776,0.37680370343265723,0.39099862331886404,-0.37982208032239906
breakout_volume,63,21,20,100,126,50,63,63,20,0.25,8,0.011162896261619704,0.005585125330690444,-0.03536005027380629,0.14450685656057308,0.37680370343265723,0.39099862331886404,-0.37983572705724433
breakout_volume,189,21,10,50,63,50,63,63,20,0.25,5,0.01107339159271703,0.005540466039183345,-0.04692700359590107,0.14328146128246705,0.37680370343265723,0.39099862331886404,-0.379925231726147
breakout_volume,126,21,10,50,63,50,63,63,20,0.25,8,0.010901745038149224,0.0054548156822626925,-0.034270995880570476,0.1424987354501435,0.37680370343265723,0.39099862331886404,-0.3800968782807148
volume_reversal,42,21,20,100,63,50,63,63,20,0.25,8,0.010751862061040507,0.0053800192622144305,-0.035430742487807754,0.21839932523974775,0.37680370343265723,0.39099862331886404,-0.38024676125782353
breakout_volume,126,21,20,100,63,50,63,63,20,0.25,8,0.010706941306992235,0.005357601286635205,-0.035360050273806176,0.14140405001210907,0.37680370343265723,0.39099862331886404,-0.3802916820118718
momentum_volume,126,21,5,20,63,50,63,63,20,0.25,8,0.01059569199249455,0.005302079502067292,-0.02288447322057008,0.17573386572346694,0.37680370343265723,0.39099862331886404,-0.3804029313263695
obv_accumulation,42,21,10,50,63,50,63,63,20,0.25,3,0.010561328845026585,0.005284929088439139,-0.06942240165729607,0.11660586019415617,0.37680370343265723,0.39099862331886404,-0.38043729447383745
volume_trend_confirmation,126,21,20,100,63,50,63,63,20,0.25,8,0.010270708378542048,0.005139870763667176,-0.025535498066837636,0.14588183474570618,0.37680370343265723,0.39099862331886404,-0.380727914940322
breakout_volume,42,21,20,100,126,50,63,63,20,0.25,8,0.010184874055153115,0.005097024025489727,-0.03698771171186965,0.13564566930253513,0.37680370343265723,0.39099862331886404,-0.3808137492637109
breakout_volume,189,21,10,50,126,50,63,63,20,0.25,5,0.01005532282319388,0.005032351265533919,-0.04692700359590085,0.1306344473492563,0.37680370343265723,0.39099862331886404,-0.38094330049567016
momentum_volume,21,21,20,100,63,50,63,63,20,0.25,3,0.009885764870769087,0.0049477006630491704,-0.09893929072353824,0.10430360868426017,0.37680370343265723,0.39099862331886404,-0.38111285844809495
obv_accumulation,42,21,10,50,63,50,63,63,20,0.25,5,0.009835956194439666,0.004922832689728374,-0.06672365412767622,0.12222634035648769,0.37680370343265723,0.39099862331886404,-0.38116266712442437
obv_accumulation,126,21,20,100,63,50,63,63,20,0.25,8,0.009721635497552672,0.004865753494420311,-0.02947895615738516,0.15124171398198025,0.37680370343265723,0.39099862331886404,-0.38127698782131136
risk_adjusted_momentum,189,21,20,100,63,50,63,63,20,0.25,5,0.009454742415220485,0.004732483877660787,-0.04501422034272606,0.16309828834922074,0.37680370343265723,0.39099862331886404,-0.38154388090364355
volume_reversal,63,21,5,20,63,50,63,63,20,0.25,10,0.009295431278613098,0.004652925549281761,-0.02726311081829047,0.16741816030227658,0.37680370343265723,0.39099862331886404,-0.38170319204025094
volume_reversal,63,21,5,20,63,50,63,63,20,0.25,8,0.009295431278613098,0.004652925549281761,-0.02726311081829047,0.16741816030227658,0.37680370343265723,0.39099862331886404,-0.38170319204025094
obv_accumulation,126,21,10,50,63,50,63,63,20,0.25,8,0.009287497476597961,0.004648963327324562,-0.02989623956546128,0.14525394354311894,0.37680370343265723,0.39099862331886404,-0.3817111258422661
momentum_volume,126,21,5,20,63,50,63,63,20,0.25,10,0.009279715266604871,0.00464507679689774,-0.02458693744020235,0.15111250983168487,0.37680370343265723,0.39099862331886404,-0.38171890805225916
risk_adjusted_momentum,126,21,5,20,63,50,63,63,20,0.25,10,0.009279715266604871,0.00464507679689774,-0.02458693744020235,0.15111250983168487,0.37680370343265723,0.39099862331886404,-0.38171890805225916
quiet_accumulation,189,21,20,100,63,50,63,63,20,0.25,8,0.009166299054669036,0.004588433665011937,-0.03220099876096638,0.16132140626943858,0.37680370343265723,0.39099862331886404,-0.381832324264195
volume_trend_confirmation,126,21,10,50,63,50,63,63,20,0.25,8,0.009071659615487393,0.004541165734819108,-0.025535498066837636,0.13217086169683945,0.37680370343265723,0.39099862331886404,-0.38192696370337664
quiet_accumulation,126,21,5,20,63,50,63,63,20,0.25,10,0.008823617383443949,0.004417269871756169,-0.027148742729536268,0.15759848757752803,0.37680370343265723,0.39099862331886404,-0.3821750059354201
obv_accumulation,126,21,5,20,63,50,63,63,20,0.25,10,0.008648849168209294,0.004329964900680494,-0.029205734194753585,0.14672396482714495,0.37680370343265723,0.39099862331886404,-0.38234977415065474
risk_adjusted_momentum,189,21,5,20,63,50,63,63,20,0.25,5,0.008632114774675514,0.004321604885976216,-0.04546771624084256,0.15109687567126526,0.37680370343265723,0.39099862331886404,-0.3823665085441885
obv_accumulation,42,21,5,20,63,50,63,63,20,0.25,3,0.00859344046110766,0.004302284062989603,-0.07185371293318632,0.10028385774294808,0.37680370343265723,0.39099862331886404,-0.3824051828577564
quiet_accumulation,126,21,5,20,63,50,63,63,20,0.25,5,0.008290678036663834,0.004151017961446568,-0.027263331035876193,0.13848157767955535,0.37680370343265723,0.39099862331886404,-0.3827079452822002
breakout_liquidity,42,21,10,50,126,50,63,63,20,0.25,5,0.00821988422199138,0.00411564470538428,-0.04040441763509239,0.10729487440836169,0.37680370343265723,0.39099862331886404,-0.38277873909687266
risk_adjusted_momentum,189,21,10,50,63,50,63,63,20,0.25,5,0.00788306002451078,0.003947328180365028,-0.04398916862192692,0.14061877945617174,0.37680370343265723,0.39099862331886404,-0.38311556329435326
breakout_volume,21,21,10,50,63,50,63,63,20,0.25,10,0.007821957940182367,0.003916791472617698,-0.039583818052778,0.10596757879904135,0.37680370343265723,0.39099862331886404,-0.38317666537868167
volume_reversal,63,21,10,50,63,50,63,63,20,0.25,3,0.007740592662795143,0.003876126489874565,-0.03814461924216905,0.10371722158027734,0.37680370343265723,0.39099862331886404,-0.3832580306560689
obv_accumulation,63,21,5,20,63,50,63,63,20,0.25,3,0.007235816934124895,0.003623811593771009,-0.07365656479462834,0.08942165048561507,0.37680370343265723,0.39099862331886404,-0.38376280638473914
breakout_volume,63,21,10,50,126,50,63,63,20,0.25,5,0.0069193971317420555,0.0034656153049144045,-0.04509228341145188,0.09544161805041039,0.37680370343265723,0.39099862331886404,-0.384079226187122
quiet_accumulation,21,21,5,20,63,50,63,63,20,0.25,5,0.006682460305217575,0.00334714086510024,-0.036453002402994206,0.10253571000331298,0.37680370343265723,0.39099862331886404,-0.38431616301364646
momentum_volume,42,21,20,100,63,50,63,63,20,0.25,5,0.00661022516481502,0.0033110186939211417,-0.07153866220933547,0.08828134984248168,0.37680370343265723,0.39099862331886404,-0.384388398154049
risk_adjusted_momentum,126,21,5,20,63,50,63,63,20,0.25,5,0.006604894640068304,0.003308353040849532,-0.02566376581545493,0.11509755491172996,0.37680370343265723,0.39099862331886404,-0.38439372867879573
volume_reversal,63,21,5,20,63,50,63,63,20,0.25,5,0.00646950141536351,0.003240644146540461,-0.02726311081829036,0.11682182000586551,0.37680370343265723,0.39099862331886404,-0.3845291219035005
obv_accumulation,189,21,20,100,63,50,63,63,20,0.25,5,0.006431752067982854,0.003221765239387109,-0.05051042612519274,0.10319940524378883,0.37680370343265723,0.39099862331886404,-0.3845668712508812
breakout_volume,21,21,10,50,63,50,63,63,20,0.25,8,0.006120782009980008,0.0030662319088936574,-0.03969062590219352,0.08783424191444392,0.37680370343265723,0.39099862331886404,-0.38487784130888403
momentum_volume,126,21,20,100,63,50,63,63,20,0.25,8,0.006020136863579717,0.0030158885723048368,-0.02288447322057008,0.09906209510879359,0.37680370343265723,0.39099862331886404,-0.3849784864552843
risk_adjusted_momentum,126,21,5,20,63,50,63,63,20,0.25,8,0.0057328539182759375,0.0028721740252966033,-0.022960284407434584,0.09729485042176288,0.37680370343265723,0.39099862331886404,-0.3852657694005881
breakout_volume,21,21,10,50,126,50,63,63,20,0.25,10,0.005714840080709216,0.002863161842962647,-0.039583818052777775,0.08476808818277054,0.37680370343265723,0.39099862331886404,-0.3852837832381548
quiet_accumulation,126,21,20,100,63,50,63,63,20,0.25,10,0.005388816406136421,0.0027000408399282527,-0.033680096242746815,0.09333741841607962,0.37680370343265723,0.39099862331886404,-0.3856098069127276
breakout_volume,42,21,10,50,63,50,63,63,20,0.25,5,0.0053384460154362046,0.0026748364280260173,-0.043353316483103144,0.07945309322653463,0.37680370343265723,0.39099862331886404,-0.38566017730342783
risk_adjusted_momentum,126,21,10,50,63,50,63,63,20,0.25,8,0.004876435208736707,0.002443625404025429,-0.02318634562259103,0.08526371686057548,0.37680370343265723,0.39099862331886404,-0.38612218811012733
obv_accumulation,189,21,20,100,63,50,63,63,20,0.25,3,0.004307282300152204,0.002158722813351499,-0.06755221289411095,0.06566671167054836,0.37680370343265723,0.39099862331886404,-0.38669134101871183
breakout_volume,21,21,10,50,126,50,63,63,20,0.25,8,0.0042201850292764576,0.0021151171723234885,-0.04008244088245172,0.06862680538242306,0.37680370343265723,0.39099862331886404,-0.3867784382895876
momentum_volume,126,21,5,20,63,50,63,63,20,0.25,5,0.004083426973785276,0.0020466448330296316,-0.02825864750273177,0.07715342545528178,0.37680370343265723,0.39099862331886404,-0.38691519634507876
breakout_volume,42,21,10,50,126,50,63,63,20,0.25,5,0.0038461685920416766,0.0019278427328961456,-0.04373643489860901,0.06411081172009607,0.37680370343265723,0.39099862331886404,-0.38715245472682236
volume_trend_confirmation,126,21,5,20,63,50,63,63,20,0.25,8,0.0036347870011546046,0.0018219861006862903,-0.030862277392247783,0.06644617090437142,0.37680370343265723,0.39099862331886404,-0.38736383631770943
volume_reversal,126,21,20,100,63,50,63,63,20,0.25,10,0.002368900040927935,0.001187816875935388,-0.02774198539220285,0.05729706980910096,0.37680370343265723,0.39099862331886404,-0.3886297232779361
risk_adjusted_momentum,63,21,5,20,63,50,63,63,20,0.25,3,0.002241106975090279,0.0011237744311589637,-0.0414460188262713,0.047423638922967304,0.37680370343265723,0.39099862331886404,-0.38875751634377376
quiet_accumulation,42,21,20,100,63,50,63,63,20,0.25,3,0.0021955846565855364,0.0011009603124694234,-0.07238444135177768,0.04670438126236533,0.37680370343265723,0.39099862331886404,-0.3888030386622785
breakout_volume,126,21,10,50,126,50,63,63,20,0.25,5,0.0021709232299804704,0.0010886006930892478,-0.045092283411452216,0.04605224579519093,0.37680370343265723,0.39099862331886404,-0.38882770008888357
breakout_liquidity,42,21,10,50,63,50,63,63,20,0.25,5,0.002106288191626504,0.0010562066949588722,-0.05011438979025473,0.045692303573429995,0.37680370343265723,0.39099862331886404,-0.38889233512723753
volume_reversal,126,21,20,100,63,50,63,63,20,0.25,5,0.001653033954341021,0.0008290140115290168,-0.02774198539220285,0.043466408858733284,0.37680370343265723,0.39099862331886404,-0.389345589364523
volume_reversal,42,21,20,100,63,50,63,63,20,0.25,5,0.0014448449098676264,0.0007246425453781846,-0.03349889985692711,0.041423324075289314,0.37680370343265723,0.39099862331886404,-0.3895537784089964
quiet_accumulation,126,21,20,100,63,50,63,63,20,0.25,8,0.001294820236059202,0.0006494239350134379,-0.03583331095023057,0.03571434824065727,0.37680370343265723,0.39099862331886404,-0.38970380308280483
obv_accumulation,189,21,5,20,63,50,63,63,20,0.25,3,0.0012746274846091588,0.0006392993668842273,-0.06623929322573785,0.03858997813172358,0.37680370343265723,0.39099862331886404,-0.3897239958342549
breakout_volume,126,21,20,100,126,50,63,63,20,0.25,5,0.0012144822022890356,0.0006091421501639438,-0.04415145306863788,0.03770352529398541,0.37680370343265723,0.39099862331886404,-0.389784141116575
breakout_liquidity,21,21,10,50,63,50,63,63,20,0.25,10,0.0012116396088210912,0.0006077168338702865,-0.047115494064264185,0.03556135601025327,0.37680370343265723,0.39099862331886404,-0.38978698371004294
volume_reversal,126,21,20,100,63,50,63,63,20,0.25,8,0.0009785668194259856,0.000490844001949764,-0.02774198539220285,0.03135460131705189,0.37680370343265723,0.39099862331886404,-0.39002005649943805
volume_trend_confirmation,189,21,10,50,63,50,63,63,20,0.25,5,0.00022781137462302148,0.00011429036051358032,-0.05375521442923192,0.023147841134806373,0.37680370343265723,0.39099862331886404,-0.390770811944241
breakout_liquidity,21,21,10,50,126,50,63,63,20,0.25,10,-0.00010444618691429763,-5.240379468418599e-05,-0.04718813360098906,0.020469733811809113,0.37680370343265723,0.39099862331886404,-0.39110306950577833
volume_reversal,42,21,20,100,63,50,63,63,20,0.25,3,-0.0005861323955014264,-0.0002941155623640279,-0.045753767876590024,0.005598821340797119,0.37680370343265723,0.39099862331886404,-0.39158475571436546
volume_trend_confirmation,63,21,5,20,63,50,63,63,20,0.25,3,-0.0006963130821266983,-0.00034941276043987113,-0.0836138363009663,0.022669941873983787,0.37680370343265723,0.39099862331886404,-0.39169493640099073
breakout_volume,21,21,10,50,63,50,63,63,20,0.25,5,-0.0010000599859820714,-0.0005018722049566771,-0.0490566164704348,0.012501421183897039,0.37680370343265723,0.39099862331886404,-0.3919986833048461
momentum_volume,63,21,5,20,63,50,63,63,20,0.25,3,-0.0012045646265065324,-0.0006045320694744172,-0.06000429451243239,0.008477423317686918,0.37680370343265723,0.39099862331886404,-0.39220318794537057
obv_accumulation,21,21,10,50,63,50,63,63,20,0.25,3,-0.001328251932686042,-0.0006666272941617812,-0.09069972059212328,0.023472661390164247,0.37680370343265723,0.39099862331886404,-0.3923268752515501
breakout_volume,126,21,20,100,63,50,63,63,20,0.25,5,-0.0014488875953192482,-0.0007271941817927896,-0.0441514530686381,0.013264863740412565,0.37680370343265723,0.39099862331886404,-0.3924475109141833
breakout_volume,21,21,10,50,63,50,63,63,20,0.25,3,-0.0025695293156677845,-0.0012900029855646977,-0.06761551479902395,0.011873697401859614,0.37680370343265723,0.39099862331886404,-0.3935681526345318
breakout_volume,189,21,20,100,126,50,63,63,20,0.25,5,-0.0026192165368813525,-0.0013149641999550266,-0.05816853991642734,-0.00555495685474564,0.37680370343265723,0.39099862331886404,-0.3936178398557454
risk_adjusted_momentum,126,21,20,100,63,50,63,63,20,0.25,8,-0.0026193403000139837,-0.0013150263752276237,-0.030472789617642437,-0.020656616554197024,0.37680370343265723,0.39099862331886404,-0.393617963618878
volume_reversal,21,21,5,20,63,50,63,63,20,0.25,3,-0.002654789684899961,-0.0013328353520116742,-0.03051085623833516,-0.018207296644792606,0.37680370343265723,0.39099862331886404,-0.393653413003764
momentum_volume,126,21,10,50,63,50,63,63,20,0.25,8,-0.003039217501032865,-0.001525983534774067,-0.03130467309467444,-0.026320632878877284,0.37680370343265723,0.39099862331886404,-0.3940378408198969
breakout_volume,189,21,20,100,63,50,63,63,20,0.25,5,-0.003237717248043781,-0.0016257303505594622,-0.05875259310605685,-0.01231050959616235,0.37680370343265723,0.39099862331886404,-0.3942363405669078
volume_reversal,126,21,5,20,63,50,63,63,20,0.25,10,-0.003717524925507032,-0.0018668762689438845,-0.025748393484821164,-0.0636329933133084,0.37680370343265723,0.39099862331886404,-0.39471614824437107
volume_reversal,126,21,5,20,63,50,63,63,20,0.25,8,-0.003717524925507032,-0.0018668762689438845,-0.025748393484821164,-0.0636329933133084,0.37680370343265723,0.39099862331886404,-0.39471614824437107
breakout_volume,63,21,20,100,126,50,63,63,20,0.25,5,-0.003744203583461503,-0.0018802863591402819,-0.047520268412441835,-0.008038677919076241,0.37680370343265723,0.39099862331886404,-0.39474282690232554
breakout_volume,42,21,20,100,126,50,63,63,20,0.25,5,-0.003837610795341395,-0.0019272391240254816,-0.044638739819154116,-0.008695703493601402,0.37680370343265723,0.39099862331886404,-0.39483623411420543
volume_reversal,126,21,10,50,63,50,63,63,20,0.25,3,-0.004445892673124008,-0.002233056298183378,-0.03439067772465454,-0.03618498062299501,0.37680370343265723,0.39099862331886404,-0.39544451599198804
breakout_volume,42,21,20,100,63,50,63,63,20,0.25,3,-0.0049358397475882665,-0.0024794476818220668,-0.07138495177660065,-0.006674715332086381,0.37680370343265723,0.39099862331886404,-0.3959344630664523
breakout_volume,126,21,10,50,63,50,63,63,20,0.25,5,-0.005174230029299731,-0.002599354556802047,-0.046927003595901184,-0.03282507689234011,0.37680370343265723,0.39099862331886404,-0.39617285334816377
volume_trend_confirmation,21,21,10,50,63,50,63,63,20,0.25,3,-0.0053759964289370465,-0.0027008513344686236,-0.10486763886927719,-0.0010143906268160671,0.37680370343265723,0.39099862331886404,-0.3963746197478011
breakout_volume,63,21,10,50,63,50,63,63,20,0.25,3,-0.00556089405596627,-0.0027938714363173744,-0.06716081077153291,-0.01093743541391356,0.37680370343265723,0.39099862331886404,-0.3965595173748303
liquidity_momentum,63,21,10,50,63,50,63,63,20,0.25,3,-0.005614101492276702,-0.002820641149187564,-0.05360490610849156,-0.028082196539514236,0.37680370343265723,0.39099862331886404,-0.39661272481114074
risk_adjusted_momentum,42,21,10,50,63,50,63,63,20,0.25,5,-0.005765579558493661,-0.0028968566669625995,-0.05261585792261103,-0.03354586016301733,0.37680370343265723,0.39099862331886404,-0.3967642028773577
volume_surge,42,21,10,50,63,50,63,63,20,0.25,3,-0.005809409425373446,-0.002918910549540188,-0.06725563770547971,-0.012120898593960731,0.37680370343265723,0.39099862331886404,-0.3968080327442375
